species,state,I_1_1987,I_2_1987,I_3_1987,I_4_1987,II_1_1987,II_2_1987,II_3_1987,II_4_1987,III_1_1987,III_2_1987,III_3_1987,III_4_1987,IV_1_1987,IV_2_1987,IV_3_1987,IV_4_1987,V_1_1987,V_2_1987,V_3_1987,V_4_1987,I_1_1988,I_2_1988,I_3_1988,I_4_1988,II_1_1988,II_2_1988,II_3_1988,II_4_1988,III_1_1988,III_2_1988,III_3_1988,III_4_1988,IV_1_1988,IV_2_1988,IV_3_1988,IV_4_1988,V_1_1988,V_2_1988,V_3_1988,V_4_1988,I_1_1989,I_2_1989,I_3_1989,I_4_1989,II_1_1989,II_2_1989,II_3_1989,II_4_1989,III_1_1989,III_2_1989,III_3_1989,III_4_1989,IV_1_1989,IV_2_1989,IV_3_1989,IV_4_1989,V_1_1989,V_2_1989,V_3_1989,V_4_1989,I_1_1990,I_2_1990,I_3_1990,I_4_1990,II_1_1990,II_2_1990,II_3_1990,II_4_1990,III_1_1990,III_2_1990,III_3_1990,III_4_1990,IV_1_1990,IV_2_1990,IV_3_1990,IV_4_1990,V_1_1990,V_2_1990,V_3_1990,V_4_1990,I_1_1991,I_2_1991,I_3_1991,I_4_1991,II_1_1991,II_2_1991,II_3_1991,II_4_1991,III_1_1991,III_2_1991,III_3_1991,III_4_1991,IV_1_1991,IV_2_1991,IV_3_1991,IV_4_1991,V_1_1991,V_2_1991,V_3_1991,V_4_1991,I_1_1992,I_2_1992,I_3_1992,I_4_1992,II_1_1992,II_2_1992,II_3_1992,II_4_1992,III_1_1992,III_2_1992,III_3_1992,III_4_1992,IV_1_1992,IV_2_1992,IV_3_1992,IV_4_1992,V_1_1992,V_2_1992,V_3_1992,V_4_1992,I_1_1993,I_2_1993,I_3_1993,I_4_1993,II_1_1993,II_2_1993,II_3_1993,II_4_1993,III_1_1993,III_2_1993,III_3_1993,III_4_1993,IV_1_1993,IV_2_1993,IV_3_1993,IV_4_1993,V_1_1993,V_2_1993,V_3_1993,V_4_1993,I_1_1994,I_2_1994,I_3_1994,I_4_1994,II_1_1994,II_2_1994,II_3_1994,II_4_1994,III_1_1994,III_2_1994,III_3_1994,III_4_1994,IV_1_1994,IV_2_1994,IV_3_1994,IV_4_1994,V_1_1994,V_2_1994,V_3_1994,V_4_1994,I_1_1995,I_2_1995,I_3_1995,I_4_1995,II_1_1995,II_2_1995,II_3_1995,II_4_1995,III_1_1995,III_2_1995,III_3_1995,III_4_1995,IV_1_1995,IV_2_1995,IV_3_1995,IV_4_1995,V_1_1995,V_2_1995,V_3_1995,V_4_1995,I_1_1996,I_2_1996,I_3_1996,I_4_1996,II_1_1996,II_2_1996,II_3_1996,II_4_1996,III_1_1996,III_2_1996,III_3_1996,III_4_1996,IV_1_1996,IV_2_1996,IV_3_1996,IV_4_1996,V_1_1996,V_2_1996,V_3_1996,V_4_1996,I_1_1997,I_2_1997,I_3_1997,I_4_1997,II_1_1997,II_2_1997,II_3_1997,II_4_1997,III_1_1997,III_2_1997,III_3_1997,III_4_1997,IV_1_1997,IV_2_1997,IV_3_1997,IV_4_1997,V_1_1997,V_2_1997,V_3_1997,V_4_1997,I_1_1998,I_2_1998,I_3_1998,I_4_1998,II_1_1998,II_2_1998,II_3_1998,II_4_1998,III_1_1998,III_2_1998,III_3_1998,III_4_1998,IV_1_1998,IV_2_1998,IV_3_1998,IV_4_1998,V_1_1998,V_2_1998,V_3_1998,V_4_1998,I_1_1999,I_2_1999,I_3_1999,I_4_1999,II_1_1999,II_2_1999,II_3_1999,II_4_1999,III_1_1999,III_2_1999,III_3_1999,III_4_1999,IV_1_1999,IV_2_1999,IV_3_1999,IV_4_1999,V_1_1999,V_2_1999,V_3_1999,V_4_1999,I_1_2000,I_2_2000,I_3_2000,I_4_2000,II_1_2000,II_2_2000,II_3_2000,II_4_2000,III_1_2000,III_2_2000,III_3_2000,III_4_2000,IV_1_2000,IV_2_2000,IV_3_2000,IV_4_2000,V_1_2000,V_2_2000,V_3_2000,V_4_2000,I_1_2001,I_2_2001,I_3_2001,I_4_2001,II_1_2001,II_2_2001,II_3_2001,II_4_2001,III_1_2001,III_2_2001,III_3_2001,III_4_2001,IV_1_2001,IV_2_2001,IV_3_2001,IV_4_2001,V_1_2001,V_2_2001,V_3_2001,V_4_2001,I_1_2002,I_2_2002,I_3_2002,I_4_2002,II_1_2002,II_2_2002,II_3_2002,II_4_2002,III_1_2002,III_2_2002,III_3_2002,III_4_2002,IV_1_2002,IV_2_2002,IV_3_2002,IV_4_2002,V_1_2002,V_2_2002,V_3_2002,V_4_2002,I_1_2003,I_2_2003,I_3_2003,I_4_2003,II_1_2003,II_2_2003,II_3_2003,II_4_2003,III_1_2003,III_2_2003,III_3_2003,III_4_2003,IV_1_2003,IV_2_2003,IV_3_2003,IV_4_2003,V_1_2003,V_2_2003,V_3_2003,V_4_2003,I_1_2004,I_2_2004,I_3_2004,I_4_2004,II_1_2004,II_2_2004,II_3_2004,II_4_2004,III_1_2004,III_2_2004,III_3_2004,III_4_2004,IV_1_2004,IV_2_2004,IV_3_2004,IV_4_2004,V_1_2004,V_2_2004,V_3_2004,V_4_2004,I_1_2005,I_2_2005,I_3_2005,I_4_2005,II_1_2005,II_2_2005,II_3_2005,II_4_2005,III_1_2005,III_2_2005,III_3_2005,III_4_2005,IV_1_2005,IV_2_2005,IV_3_2005,IV_4_2005,V_1_2005,V_2_2005,V_3_2005,V_4_2005,I_1_2006,I_2_2006,I_3_2006,I_4_2006,II_1_2006,II_2_2006,II_3_2006,II_4_2006,III_1_2006,III_2_2006,III_3_2006,III_4_2006,IV_1_2006,IV_2_2006,IV_3_2006,IV_4_2006,V_1_2006,V_2_2006,V_3_2006,V_4_2006,I_1_2007,I_2_2007,I_3_2007,I_4_2007,II_1_2007,II_2_2007,II_3_2007,II_4_2007,III_1_2007,III_2_2007,III_3_2007,III_4_2007,IV_1_2007,IV_2_2007,IV_3_2007,IV_4_2007,V_1_2007,V_2_2007,V_3_2007,V_4_2007,I_1_2008,I_2_2008,I_3_2008,I_4_2008,II_1_2008,II_2_2008,II_3_2008,II_4_2008,III_1_2008,III_2_2008,III_3_2008,III_4_2008,IV_1_2008,IV_2_2008,IV_3_2008,IV_4_2008,V_1_2008,V_2_2008,V_3_2008,V_4_2008,I_1_2009,I_2_2009,I_3_2009,I_4_2009,II_1_2009,II_2_2009,II_3_2009,II_4_2009,III_1_2009,III_2_2009,III_3_2009,III_4_2009,IV_1_2009,IV_2_2009,IV_3_2009,IV_4_2009,V_1_2009,V_2_2009,V_3_2009,V_4_2009,I_1_2010,I_2_2010,I_3_2010,I_4_2010,II_1_2010,II_2_2010,II_3_2010,II_4_2010,III_1_2010,III_2_2010,III_3_2010,III_4_2010,IV_1_2010,IV_2_2010,IV_3_2010,IV_4_2010,V_1_2010,V_2_2010,V_3_2010,V_4_2010,I_1_2011,I_2_2011,I_3_2011,I_4_2011,II_1_2011,II_2_2011,II_3_2011,II_4_2011,III_1_2011,III_2_2011,III_3_2011,III_4_2011,IV_1_2011,IV_2_2011,IV_3_2011,IV_4_2011,V_1_2011,V_2_2011,V_3_2011,V_4_2011,I_1_2012,I_2_2012,I_3_2012,I_4_2012,II_1_2012,II_2_2012,II_3_2012,II_4_2012,III_1_2012,III_2_2012,III_3_2012,III_4_2012,IV_1_2012,IV_2_2012,IV_3_2012,IV_4_2012,V_1_2012,V_2_2012,V_3_2012,V_4_2012,I_1_2013,I_2_2013,I_3_2013,I_4_2013,II_1_2013,II_2_2013,II_3_2013,II_4_2013,III_1_2013,III_2_2013,III_3_2013,III_4_2013,IV_1_2013,IV_2_2013,IV_3_2013,IV_4_2013,V_1_2013,V_2_2013,V_3_2013,V_4_2013,I_1_2014,I_2_2014,I_3_2014,I_4_2014,II_1_2014,II_2_2014,II_3_2014,II_4_2014,III_1_2014,III_2_2014,III_3_2014,III_4_2014,IV_1_2014,IV_2_2014,IV_3_2014,IV_4_2014,V_1_2014,V_2_2014,V_3_2014,V_4_2014,I_1_2015,I_2_2015,I_3_2015,I_4_2015,II_1_2015,II_2_2015,II_3_2015,II_4_2015,III_1_2015,III_2_2015,III_3_2015,III_4_2015,IV_1_2015,IV_2_2015,IV_3_2015,IV_4_2015,V_1_2015,V_2_2015,V_3_2015,V_4_2015,I_1_2016,I_2_2016,I_3_2016,I_4_2016,II_1_2016,II_2_2016,II_3_2016,II_4_2016,III_1_2016,III_2_2016,III_3_2016,III_4_2016,IV_1_2016,IV_2_2016,IV_3_2016,IV_4_2016,V_1_2016,V_2_2016,V_3_2016,V_4_2016,I_1_2017,I_2_2017,I_3_2017,I_4_2017,II_1_2017,II_2_2017,II_3_2017,II_4_2017,III_1_2017,III_2_2017,III_3_2017,III_4_2017,IV_1_2017,IV_2_2017,IV_3_2017,IV_4_2017,V_1_2017,V_2_2017,V_3_2017,V_4_2017,I_1_2018,I_2_2018,I_3_2018,I_4_2018,II_1_2018,II_2_2018,II_3_2018,II_4_2018,III_1_2018,III_2_2018,III_3_2018,III_4_2018,IV_1_2018,IV_2_2018,IV_3_2018,IV_4_2018,V_1_2018,V_2_2018,V_3_2018,V_4_2018,I_1_2019,I_2_2019,I_3_2019,I_4_2019,II_1_2019,II_2_2019,II_3_2019,II_4_2019,III_1_2019,III_2_2019,III_3_2019,III_4_2019,IV_1_2019,IV_2_2019,IV_3_2019,IV_4_2019,V_1_2019,V_2_2019,V_3_2019,V_4_2019
.Agrostis vinealis Schreb.,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.Agrostis vinealis Schreb.,g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.Anemone speciosa Adam ex G.Pritz,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.Antennaria dioica (L.) Gaertn.,v,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.Anthemis cretica L. ssp. iberica (Bieb.) Grier.,j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,7,3,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
.Anthemis cretica L. ssp. iberica (Bieb.) Grier.,v,0,0,0,0,0,0,0,0,1,0,3,4,2,3,4,1,2,10,0,0,0,0,0,0,0,0,0,0,1,0,3,6,2,0,1,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,7,9,2,0,1,1,2,14,0,1,0,0,0,0,0,0,0,0,2,0,6,5,1,0,1,4,0,11,0,1,0,0,0,0,0,0,0,0,2,0,8,3,0,0,1,1,1,11,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,3,0,12,1,0,0,2,3,1,9,0,0,0,0,0,0,0,0,0,0,5,0,8,2,0,0,2,3,1,10,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,15,0,2,0,0,0,0,0,0,0,0,4,0,11,4,0,0,2,3,0,13,0,4,0,0,0,0,0,0,0,0,4,0,1,3,0,0,2,5,1,7,0,2,0,0,0,0,0,0,0,0,2,0,6,2,0,0,1,6,1,7,0,1,0,0,0,0,0,0,0,0,2,0,9,4,0,0,3,9,0,10,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,0,3,8,0,13,0,3,1,0,0,0,0,0,0,0,0,0,7,6,0,0,2,8,0,11,0,1,0,0,0,0,0,0,0,0,1,5,9,2,0,0,2,14,0,10,0,4,1,0,0,0,0,0,0,0,2,0,10,1,0,0,5,8,0,7,0,4,1,0,0,0,0,0,0,0,0,0,5,1,0,0,5,4,0,9,0,3,1,0,0,0,0,0,0,0,1,0,5,2,0,0,5,7,0,8,0,3,1,0,0,0,0,0,0,0,1,0,5,2,0,0,4,8,0,6,0,3,3,0,0,0,0,0,0,0,1,0,5,2,0,0,5,11,0,10,0,4,3,0,0,0,0,0,0,0,1,0,4,2,1,0,10,4,0,12,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,10,0,6,2,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,1,9,2,2,1,0,0,0,0,0,0,0,0,0,2,6,7,0,0,5,0,6,1,0,1,0,0,0,0,0,0,0,0,0,4,4,7,0,4,8,0,6,1,3,1,0,0,0,0,0,0,0,0,0,3,8,8,0,5,8,1,7,1,2,1,0,0,0,0,0,0,0,0,0,1,2,9,0,3,6,1,9,1,4,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,8,1,8,0,3,0,0,0,0,0,0,0,0,0,0,1,7,7,0,2,6,1,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,7,1,9,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,1,1,0,1
